ISO 8601 Time,Temperature (C),Pressure (dbar),Ax,Ay,Az
2025-08-06T09:20:00.000Z,12.707,105.433,235,26,-9
2025-08-06T09:20:01.000Z,12.700,103.640,243,21,-18
2025-08-06T09:20:02.000Z,12.695,101.496,307,22,-11
2025-08-06T09:20:03.000Z,12.697,99.849,200,26,1
2025-08-06T09:20:04.000Z,12.717,98.807,201,24,2
2025-08-06T09:20:05.000Z,12.717,97.760,234,17,0
2025-08-06T09:20:06.000Z,12.721,96.416,247,21,-1
2025-08-06T09:20:07.000Z,12.635,94.795,250,28,-10
2025-08-06T09:20:08.000Z,12.553,93.028,205,26,2
2025-08-06T09:20:09.000Z,12.488,91.502,246,15,3
2025-08-06T09:20:10.000Z,12.453,90.032,276,14,-2
2025-08-06T09:20:11.000Z,12.424,88.461,243,22,-3
2025-08-06T09:20:12.000Z,12.401,87.077,221,18,1
2025-08-06T09:20:13.000Z,12.387,86.030,237,18,-8
2025-08-06T09:20:14.000Z,12.391,84.902,266,20,-6
2025-08-06T09:20:15.000Z,12.391,83.346,278,21,-17
2025-08-06T09:20:16.000Z,12.358,81.302,226,26,-3
2025-08-06T09:20:17.000Z,12.332,79.349,214,32,18
2025-08-06T09:20:18.000Z,12.315,77.884,212,17,11
2025-08-06T09:20:19.000Z,12.306,76.857,275,19,0
2025-08-06T09:20:20.000Z,12.296,75.467,253,29,-11
2025-08-06T09:20:21.000Z,12.280,73.785,243,31,2
2025-08-06T09:20:22.000Z,12.248,72.144,233,32,-2
2025-08-06T09:20:23.000Z,12.105,70.689,229,27,2
2025-08-06T09:20:24.000Z,11.926,69.264,228,29,3
2025-08-06T09:20:25.000Z,11.820,67.814,474,22,-58
2025-08-06T09:20:26.000Z,11.744,66.375,257,35,-1
2025-08-06T09:20:27.000Z,11.645,64.779,267,35,-19
2025-08-06T09:20:28.000Z,11.513,63.137,268,37,-19
2025-08-06T09:20:29.000Z,11.378,61.466,215,42,2
2025-08-06T09:20:30.000Z,11.357,59.769,267,33,-8
2025-08-06T09:20:31.000Z,11.570,58.113,250,36,-1
2025-08-06T09:20:32.000Z,11.776,56.733,213,40,-1
2025-08-06T09:20:33.000Z,11.889,55.560,118,45,6
2025-08-06T09:20:34.000Z,11.989,54.463,247,39,-11
2025-08-06T09:20:35.000Z,11.914,52.867,235,47,-15
2025-08-06T09:20:36.000Z,12.041,50.616,260,42,7
2025-08-06T09:20:37.000Z,12.146,48.472,175,39,12
2025-08-06T09:20:38.000Z,12.050,46.971,202,31,13
2025-08-06T09:20:39.000Z,12.109,45.854,252,30,5
2025-08-06T09:20:40.000Z,12.305,44.706,339,33,-26
2025-08-06T09:20:41.000Z,12.696,43.231,298,37,-22
2025-08-06T09:20:42.000Z,13.232,41.539,254,40,-6
2025-08-06T09:20:43.000Z,13.833,39.898,244,22,-3
2025-08-06T09:20:44.000Z,14.400,38.669,208,10,1
2025-08-06T09:20:45.000Z,14.660,38.569,251,5,-8
2025-08-06T09:20:47.000Z,15.008,37.753,250,12,-6
2025-08-06T09:20:48.000Z,15.095,37.063,239,8,-23
2025-08-06T09:20:49.000Z,15.230,36.761,269,8,-25
2025-08-06T09:20:51.000Z,16.079,35.160,241,7,-26
2025-08-06T09:20:52.000Z,16.840,34.390,243,5,-14
2025-08-06T09:20:53.000Z,17.490,33.534,239,7,-27
2025-08-06T09:20:54.000Z,18.363,32.643,238,13,-26
2025-08-06T09:20:55.000Z,18.852,31.430,242,14,-33
2025-08-06T09:20:56.000Z,19.194,30.720,251,15,-27
2025-08-06T09:20:57.000Z,19.360,30.216,244,18,-27
2025-08-06T09:20:58.000Z,19.448,29.526,266,18,-24
2025-08-06T09:20:59.000Z,19.627,28.640,232,18,-29
2025-08-06T09:21:00.000Z,19.800,27.961,230,22,-26
2025-08-06T09:21:01.000Z,19.876,27.200,277,21,-35
2025-08-06T09:21:02.000Z,19.916,26.168,222,23,-26
2025-08-06T09:21:03.000Z,20.119,25.081,229,24,-25
2025-08-06T09:21:04.000Z,20.471,24.406,244,21,-22
2025-08-06T09:21:05.000Z,21.296,23.898,262,12,-31
2025-08-06T09:21:06.000Z,22.252,22.770,240,20,-25
2025-08-06T09:21:07.000Z,22.734,21.879,228,9,-24
2025-08-06T09:21:08.000Z,22.923,21.587,274,5,-24
2025-08-06T09:21:10.000Z,23.021,19.905,230,11,-23
2025-08-06T09:21:11.000Z,23.059,18.581,241,9,-21
2025-08-06T09:21:12.000Z,23.061,17.801,241,9,-29
2025-08-06T09:21:13.000Z,23.064,17.368,224,13,-24
2025-08-06T09:21:15.000Z,23.059,15.848,261,-4,-18
2025-08-06T09:21:16.000Z,23.071,15.158,258,-1,-10
2025-08-06T09:21:17.000Z,23.069,14.347,258,-13,-8
2025-08-06T09:21:18.000Z,23.068,13.275,250,-11,-7
2025-08-06T09:21:19.000Z,23.074,12.333,180,-2,-10
2025-08-06T09:21:20.000Z,23.074,12.243,256,-9,-20
2025-08-06T09:21:22.000Z,23.085,11.865,274,-8,-29
2025-08-06T09:21:24.000Z,23.098,10.662,230,3,-5
2025-08-06T09:21:25.000Z,22.997,10.556,269,-16,-10
2025-08-06T09:21:27.000Z,22.542,10.732,242,-24,-7
2025-08-06T09:21:29.000Z,22.094,10.747,276,40,-51
2025-08-06T09:21:31.000Z,21.731,10.763,274,145,52
2025-08-06T09:21:33.000Z,21.461,10.742,241,3,-14
2025-08-06T09:21:35.000Z,21.256,10.732,230,-39,-91
2025-08-06T09:21:37.000Z,21.092,10.737,221,-63,-4
2025-08-06T09:21:39.000Z,20.942,10.722,238,-58,-17
2025-08-06T09:21:41.000Z,20.798,10.717,224,-10,-18
2025-08-06T09:21:43.000Z,20.664,10.722,250,-9,-13
2025-08-06T09:21:45.000Z,20.540,10.722,237,-12,-16
2025-08-06T09:21:46.000Z,20.492,10.707,246,-1,-9
2025-08-06T09:21:48.000Z,20.403,10.682,247,-10,-19
2025-08-06T09:21:50.000Z,20.363,10.677,245,-19,-10
2025-08-06T09:21:52.000Z,20.293,10.662,255,-16,-13
2025-08-06T09:48:13.000Z,21.491,10.385,241,-19,-2
2025-08-06T10:48:13.000Z,22.938,10.350,234,-28,-16
2025-08-06T11:47:59.000Z,23.267,10.335,247,-11,-24
2025-08-06T11:48:01.000Z,23.266,10.304,251,24,-4
2025-08-06T11:48:03.000Z,23.266,10.330,245,-55,-17
2025-08-06T11:48:05.000Z,23.269,10.325,254,-17,-24
2025-08-06T11:48:07.000Z,23.273,10.335,241,-15,-32
2025-08-06T11:48:09.000Z,23.276,10.309,224,-31,-53
2025-08-06T11:48:11.000Z,23.274,10.309,263,-8,-26
2025-08-06T11:48:13.000Z,23.271,10.309,245,-26,-20
2025-08-06T11:48:17.000Z,23.269,10.315,255,-8,-26
2025-08-06T11:48:19.000Z,23.269,10.335,237,-8,-23
2025-08-06T11:48:21.000Z,23.269,10.320,259,-10,-25
2025-08-06T11:48:23.000Z,23.264,10.340,254,-12,-25
2025-08-06T11:48:25.000Z,23.266,10.330,244,-11,-21
2025-08-06T11:48:27.000Z,23.269,10.320,256,-1,-31
2025-08-06T11:48:29.000Z,23.270,10.325,264,-8,-48
